Text	ID	Source
"Polenta gnocchi with savoy cabbage and cheese. Polenta gnocchi with savoy cabbage and cheese could be just the <b>gluten free and lacto ovo vegetarian</b> recipe you've been looking for. For <b>$2.39 per serving</b>, you get a main course that serves 2. One serving contains <b>459 calories</b>, <b>20g of protein</b>, and <b>25g of fat</b>. This recipe is liked by 10 foodies and cooks. This recipe from Foodista requires savoy cabbage, sage, polenta, and egg. This recipe is typical of Mediterranean cuisine. From preparation to the plate, this recipe takes roughly <b>45 minutes</b>. Taking all factors into account, this recipe <b>earns a spoonacular score of 76%</b>, which is pretty good. <a href=""https://spoonacular.com/recipes/savoy-cabbage-and-potato-soup-with-grated-leicester-cheese-and-greek-yogurt-486567"">Savoy Cabbage and Potato Soup with grated Leicester Cheese and Greek Yogurt</a>, <a href=""https://spoonacular.com/recipes/savoy-cabbage-and-turnips-11377"">Savoy Cabbage And Turnips</a>, and <a href=""https://spoonacular.com/recipes/savoy-cabbage-with-caraway-11134"">Savoy Cabbage With Caraway</a> are very similar to this recipe."	28	Spoonacular
"Dan Dan Noodles. Dan Dan Noodles is a <b>dairy free</b> main course. One portion of this dish contains roughly <b>28g of protein</b>, <b>17g of fat</b>, and a total of <b>418 calories</b>. For <b>$1.78 per serving</b>, this recipe <b>covers 21%</b> of your daily requirements of vitamins and minerals. This recipe serves 4. A mixture of bok choy, chicken broth, tahini, and a handful of other ingredients are all it takes to make this recipe so tasty. From preparation to the plate, this recipe takes around <b>45 minutes</b>. 1 person has made this recipe and would make it again. It is brought to you by Foodista. Taking all factors into account, this recipe <b>earns a spoonacular score of 60%</b>, which is solid. Try <a href=""https://spoonacular.com/recipes/dan-dan-mian-noodles-in-spicy-chinese-peanut-pork-sauce-247469"">Dan Dan Mian (Noodles in Spicy Chinese Peanut Pork Sauce)</a>, <a href=""https://spoonacular.com/recipes/dan-dan-mian-noodles-in-spicy-chinese-peanut-pork-sauce-1396173"">Dan Dan Mian (Noodles in Spicy Chinese Peanut Pork Sauce)</a>, and <a href=""https://spoonacular.com/recipes/dan-dan-noodles-pickled-cucumber-salad-516094"">Dan Dan Noodles & Pickled Cucumber Salad</a> for similar recipes."	29	Spoonacular
"Pasta With Roasted Vegetables & Greek Olives. The recipe Pasta With Roasted Vegetables & Greek Olives can be made <b>in roughly 45 minutes</b>. For <b>$2.84 per serving</b>, this recipe <b>covers 25%</b> of your daily requirements of vitamins and minerals. This recipe serves 8. One portion of this dish contains around <b>23g of protein</b>, <b>10g of fat</b>, and a total of <b>266 calories</b>. This recipe from Foodista has 1 fans. It is an <b>affordable</b> recipe for fans of Mediterranean food. A mixture of pack package angel hair spaghetti 2, mushrooms, lemon juice, and a handful of other ingredients are all it takes to make this recipe so yummy. Not a lot of people really liked this main course. Taking all factors into account, this recipe <b>earns a spoonacular score of 65%</b>, which is pretty good. Similar recipes include <a href=""https://spoonacular.com/recipes/greek-pasta-with-shrimp-tomato-and-kalamata-olives-551827"">Greek Pasta with Shrimp Tomato and Kalamatan Olives</a>, <a href=""https://spoonacular.com/recipes/greek-pasta-with-shrimp-feta-tomatoes-and-olives-159048"">Greek Pasta with Shrimp, Feta, Tomatoes, and Olives</a>, and <a href=""https://spoonacular.com/recipes/pasta-spirals-with-sauteed-vegetables-olives-and-smoked-mozzarella-369433"">Pasta Spirals with Sauteed Vegetables, Olives and Smoked Mozzarella</a>."	30	Spoonacular
"Fettuccine With Beans & Broccoli & Mushrooms. Fettuccine With Beans & Broccoli & Mushrooms takes approximately <b>20 minutes</b> from beginning to end. One portion of this dish contains approximately <b>38g of protein</b>, <b>20g of fat</b>, and a total of <b>702 calories</b>. For <b>$2.41 per serving</b>, you get a main course that serves 6. 1 person were glad they tried this recipe. It is brought to you by Foodista. A mixture of cannellini beans, pepper flakes, sun-dried tomatoes, and a handful of other ingredients are all it takes to make this recipe so scrumptious. With a spoonacular <b>score of 91%</b>, this dish is super. Similar recipes are <a href=""https://spoonacular.com/recipes/fettuccine-no-fredo-with-broccoli-and-sauted-mushrooms-158077"">Fettuccine No-Fredo with Broccoli and Sautéed Mushrooms</a>, <a href=""https://spoonacular.com/recipes/fettuccine-with-mushrooms-and-hazelnuts-77213"">Fettuccine with Mushrooms and Hazelnuts</a>, and <a href=""https://spoonacular.com/recipes/fettuccine-with-asparagus-and-mushrooms-173198"">Fettuccine with Asparagus and Mushrooms</a>."	31	Spoonacular
"Baked Ziti. You can never have too many main course recipes, so give Baked Ziti a try. One serving contains <b>376 calories</b>, <b>23g of protein</b>, and <b>19g of fat</b>. This recipe serves 8 and costs $1.46 per serving. This recipe from Foodista has 1 fans. This recipe is typical of Mediterranean cuisine. If you have ziti, ricotta cheese, parmesan cheese, and a few other ingredients on hand, you can make it. From preparation to the plate, this recipe takes roughly <b>45 minutes</b>. Taking all factors into account, this recipe <b>earns a spoonacular score of 52%</b>, which is good. Similar recipes include <a href=""https://spoonacular.com/recipes/bas-best-baked-ziti-1237643"">BA’s Best Baked Ziti</a>, <a href=""https://spoonacular.com/recipes/baked-ziti-1183769"">Baked Ziti</a>, and <a href=""https://spoonacular.com/recipes/baked-ziti-1547815"">Baked Ziti</a>."	32	Spoonacular
"Pasta With Tuna. Pasta With Tunan is a <b>pescatarian</b> main course. This recipe serves 4. For <b>$1.68 per serving</b>, this recipe <b>covers 28%</b> of your daily requirements of vitamins and minerals. One serving contains <b>423 calories</b>, <b>24g of protein</b>, and <b>10g of fat</b>. 2 people have made this recipe and would make it again. This recipe from Foodista requires flour, parsley, non-fat milk, and parmesan cheese. From preparation to the plate, this recipe takes around <b>45 minutes</b>. All things considered, we decided this recipe <b>deserves a spoonacular score of 92%</b>. This score is amazing. <a href=""https://spoonacular.com/recipes/pasta-and-tuna-salad-ensalada-de-pasta-y-atn-226303"">Pastan and Tuna Salad (Ensalada de Pasta y Atún)</a>, <a href=""https://spoonacular.com/recipes/tuna-pasta-565100"">Tuna Pasta</a>, and <a href=""https://spoonacular.com/recipes/tuna-pasta-89136"">Tuna Pasta</a> are very similar to this recipe."	33	Spoonacular
"Pasta Margherita. You can never have too many main course recipes, so give Pasta Margheritan a try. This recipe serves 4. One portion of this dish contains around <b>34g of protein</b>, <b>34g of fat</b>, and a total of <b>810 calories</b>. For <b>$2.75 per serving</b>, this recipe <b>covers 25%</b> of your daily requirements of vitamins and minerals. 1 person has made this recipe and would make it again. A mixture of kosher salt, linguine pasta, olive oil, and a handful of other ingredients are all it takes to make this recipe so scrumptious. It is brought to you by Pick Fresh Foods. From preparation to the plate, this recipe takes approximately <b>45 minutes</b>. Taking all factors into account, this recipe <b>earns a spoonacular score of 67%</b>, which is solid. Users who liked this recipe also liked <a href=""https://spoonacular.com/recipes/caprese-pesto-margherita-stackers-636954"">Caprese Pesto Margherita Stackers</a>, <a href=""https://spoonacular.com/recipes/pasta-e-fagioli-pasta-and-beans-654835"">Pastan e Fagioli (Pastan and Beans)</a>, and <a href=""https://spoonacular.com/recipes/garlic-and-shrimp-pasta-toss-26175"">Garlic And Shrimp Pasta Toss</a>."	34	Spoonacular
"Pasta On The Border. Need a <b>dairy free main course</b>? Pastan On The Border could be an outstanding recipe to try. One portion of this dish contains about <b>22g of protein</b>, <b>20g of fat</b>, and a total of <b>461 calories</b>. This recipe serves 4. For <b>$2.98 per serving</b>, this recipe <b>covers 25%</b> of your daily requirements of vitamins and minerals. A mixture of mexican herb seasoning, chipotlé enchilada sauce, evoo, and a handful of other ingredients are all it takes to make this recipe so flavorful. 1 person has tried and liked this recipe. From preparation to the plate, this recipe takes about <b>45 minutes</b>. It is brought to you by Foodista. Taking all factors into account, this recipe <b>earns a spoonacular score of 70%</b>, which is pretty good. Similar recipes are <a href=""https://spoonacular.com/recipes/south-of-the-border-chicken-pasta-skillet-281789"">South-of-the-Border Chicken & Pasta Skillet</a>, <a href=""https://spoonacular.com/recipes/border-guacamole-101868"">Border Guacamole</a>, and <a href=""https://spoonacular.com/recipes/border-guacamole-21289"">Border Guacamole</a>."	35	Spoonacular
"Pasta Vegetable Soup. The recipe Pasta Vegetable Soup can be made <b>in approximately 45 minutes</b>. This hor d'oeuvre has <b>137 calories</b>, <b>7g of protein</b>, and <b>3g of fat</b> per serving. For <b>65 cents per serving</b>, this recipe <b>covers 12%</b> of your daily requirements of vitamins and minerals. This recipe serves 10. 1 person has tried and liked this recipe. It can be enjoyed any time, but it is especially good for <b>Autumn</b>. Head to the store and pick up chicken broth, macaroni, tomato paste, and a few other things to make it today. It is brought to you by Foodista. All things considered, we decided this recipe <b>deserves a spoonacular score of 73%</b>. This score is pretty good. If you like this recipe, take a look at these similar recipes: <a href=""https://spoonacular.com/recipes/vegetable-pasta-soup-993411"">vegetable pasta soup</a>, <a href=""https://spoonacular.com/recipes/vegetable-pasta-soup-1619849"">vegetable pasta soup</a>, and <a href=""https://spoonacular.com/recipes/easy-vegetable-soup-with-pasta-699450"">Easy Vegetable Soup with Pasta</a>."	36	Spoonacular
"Pasta With Italian Sausage. You can never have too many main course recipes, so give Pasta With Italian Sausage a try. This recipe serves 4. One serving contains <b>886 calories</b>, <b>32g of protein</b>, and <b>49g of fat</b>. For <b>$2.45 per serving</b>, this recipe <b>covers 30%</b> of your daily requirements of vitamins and minerals. A mixture of parsley, olive oil, garlic, and a handful of other ingredients are all it takes to make this recipe so flavorful. It is a <b>reasonably priced</b> recipe for fans of Mediterranean food. 1 person were glad they tried this recipe. It is brought to you by Foodista. From preparation to the plate, this recipe takes around <b>45 minutes</b>. Overall, this recipe earns a <b>solid spoonacular score of 73%</b>. Users who liked this recipe also liked <a href=""https://spoonacular.com/recipes/pasta-with-italian-sausage-1637643"">Pasta With Italian Sausage</a>, <a href=""https://spoonacular.com/recipes/italian-sausage-pasta-1163451"">Italian Sausage Pasta</a>, and <a href=""https://spoonacular.com/recipes/italian-sausage-pasta-272903"">Italian Sausage Pasta</a>."	37	Spoonacular
"Pasta With Salmon Cream Sauce. Pasta With Salmon Cream Sauce is a <b>pescatarian</b> main course. One portion of this dish contains approximately <b>23g of protein</b>, <b>15g of fat</b>, and a total of <b>439 calories</b>. For <b>$1.6 per serving</b>, this recipe <b>covers 23%</b> of your daily requirements of vitamins and minerals. This recipe serves 4. 3 people were impressed by this recipe. It is brought to you by Foodista. If you have peas, salmon, milk, and a few other ingredients on hand, you can make it. From preparation to the plate, this recipe takes about <b>45 minutes</b>. Taking all factors into account, this recipe <b>earns a spoonacular score of 68%</b>, which is pretty good. Similar recipes include <a href=""https://spoonacular.com/recipes/pasta-with-salmon-cream-sauce-1241307"">Pasta With Salmon Cream Sauce</a>, <a href=""https://spoonacular.com/recipes/spinach-pasta-with-salmon-and-cream-sauce-86877"">Spinach Pasta with Salmon and Cream Sauce</a>, and <a href=""https://spoonacular.com/recipes/artisan-farfalle-pasta-with-smoked-salmon-and-cream-sauce-632778"">Artisan Farfalle Pasta With Smoked Salmon and Cream Sauce</a>."	38	Spoonacular
"Pasta With Chicken and Broccoli. Pasta With Chicken and Broccoli might be just the main course you are searching for. One portion of this dish contains about <b>26g of protein</b>, <b>24g of fat</b>, and a total of <b>429 calories</b>. This recipe serves 4. For <b>$1.93 per serving</b>, this recipe <b>covers 19%</b> of your daily requirements of vitamins and minerals. 3 people were glad they tried this recipe. Head to the store and pick up parmesan cheese, lasagna noodles, basil leaves, and a few other things to make it today. It is brought to you by Foodista. From preparation to the plate, this recipe takes roughly <b>45 minutes</b>. All things considered, we decided this recipe <b>deserves a spoonacular score of 57%</b>. This score is solid. Try <a href=""https://spoonacular.com/recipes/chicken-broccoli-pasta-110641"">Chicken Broccoli Pasta</a>, <a href=""https://spoonacular.com/recipes/pasta-with-chicken-and-broccoli-110475"">Pasta With Chicken and Broccoli</a>, and <a href=""https://spoonacular.com/recipes/broccoli-and-pasta-with-chicken-479320"">Broccoli and Pasta with Chicken</a> for similar recipes."	39	Spoonacular
"Pasta With Chicken and Mushrooms. Pasta With Chicken and Mushrooms might be just the main course you are searching for. This recipe serves 6 and costs $1.75 per serving. Watching your figure? This dairy free recipe has <b>463 calories</b>, <b>36g of protein</b>, and <b>6g of fat</b> per serving. Head to the store and pick up chicken broth, olive oil, chicken breast halves, and a few other things to make it today. This recipe is liked by 2 foodies and cooks. It is brought to you by Foodista. From preparation to the plate, this recipe takes roughly <b>45 minutes</b>. Overall, this recipe earns a <b>good spoonacular score of 67%</b>. Users who liked this recipe also liked <a href=""https://spoonacular.com/recipes/pasta-with-chicken-and-mushrooms-1398593"">Pasta With Chicken and Mushrooms</a>, <a href=""https://spoonacular.com/recipes/penne-pasta-with-chicken-and-mushrooms-655582"">Penne Pasta With Chicken And Mushrooms</a>, and <a href=""https://spoonacular.com/recipes/chicken-piccata-with-pasta-mushrooms-1326243"">Chicken Piccata with Pasta & Mushrooms</a>."	40	Spoonacular
"Pasta with Spicy Sausage & Rapini. Pasta with Spicy Sausage & Rapini might be just the main course you are searching for. One portion of this dish contains approximately <b>22g of protein</b>, <b>31g of fat</b>, and a total of <b>515 calories</b>. For <b>$1.5 per serving</b>, this recipe <b>covers 18%</b> of your daily requirements of vitamins and minerals. This recipe serves 8. 2 people have made this recipe and would make it again. This recipe from Foodista requires rapini leaves, parmesan cheese, chicken broth, and garlic. From preparation to the plate, this recipe takes approximately <b>45 minutes</b>. Overall, this recipe earns a <b>solid spoonacular score of 44%</b>. <a href=""https://spoonacular.com/recipes/spicy-sausage-and-rapini-pasta-539372"">Spicy Sausage and Rapini Pasta</a>, <a href=""https://spoonacular.com/recipes/chiocciole-with-rapini-hot-italian-sausage-478578"">Chiocciole with Rapini & Hot Italian Sausage</a>, and <a href=""https://spoonacular.com/recipes/crispy-pork-panini-with-rapini-and-spicy-sauce-586602"">Crispy Pork Panini with Rapini and Spicy Sauce</a> are very similar to this recipe."	41	Spoonacular
"Pasta Roses With Zucchini and Ham. Pasta Roses With Zucchini and Ham requires roughly <b>45 minutes</b> from start to finish. One serving contains <b>674 calories</b>, <b>40g of protein</b>, and <b>48g of fat</b>. This recipe serves 4 and costs $1.9 per serving. This recipe from Foodista has 1 fans. If you have butter, fontina cheese in thinnest pos, bechamel sauce, and a few other ingredients on hand, you can make it. It works well as a rather cheap main course. Overall, this recipe earns a <b>good spoonacular score of 64%</b>. Users who liked this recipe also liked <a href=""https://spoonacular.com/recipes/pasta-with-zucchini-and-ham-395168"">Pasta With Zucchini and Ham</a>, <a href=""https://spoonacular.com/recipes/creamy-zucchini-and-ham-pasta-668492"">Creamy zucchini and ham pasta</a>, and <a href=""https://spoonacular.com/recipes/green-eggs-and-ham-pasta-carbonara-with-zucchini-and-crispy-prosciutto-479268"">Green Eggs and Ham: Pasta Carbonara with Zucchini and Crispy Prosciutto</a>."	42	Spoonacular
"Pasta with Peas and Italian Sausage. The recipe Pasta with Peas and Italian Sausage could satisfy your Mediterranean craving in about <b>45 minutes</b>. For <b>$1.34 per serving</b>, you get a main course that serves 4. One serving contains <b>576 calories</b>, <b>19g of protein</b>, and <b>12g of fat</b>. 8 people were impressed by this recipe. A mixture of peas, canned tomatoes, pomi strained tomato sauce, and a handful of other ingredients are all it takes to make this recipe so tasty. It is brought to you by Foodista. Overall, this recipe earns a <b>solid spoonacular score of 71%</b>. <a href=""https://spoonacular.com/recipes/italian-pasta-and-peas-402866"">Italian Pastan and Peas</a>, <a href=""https://spoonacular.com/recipes/campanelle-italian-sausage-peas-and-parmigiano-reggiano-cream-sauce-561627"">Campanelle + Italian Sausage, Peas, and Parmigiano Reggiano Cream Sauce</a>, and <a href=""https://spoonacular.com/recipes/pasta-with-peas-and-sausage-438929"">Pasta with Peas and Sausage</a> are very similar to this recipe."	43	Spoonacular
"Pasta With Cream Sauce and Mushrooms. If you have around <b>45 minutes</b> to spend in the kitchen, Pasta With Cream Sauce and Mushrooms might be an outstanding <b>dairy free</b> recipe to try. This recipe makes 4 servings with <b>558 calories</b>, <b>14g of protein</b>, and <b>29g of fat</b> each. For <b>$1.37 per serving</b>, this recipe <b>covers 22%</b> of your daily requirements of vitamins and minerals. 1 person has tried and liked this recipe. A mixture of bay leaf, white wine, margarine, and a handful of other ingredients are all it takes to make this recipe so scrumptious. It works well as a reasonably priced main course. It is brought to you by Foodista. Taking all factors into account, this recipe <b>earns a spoonacular score of 76%</b>, which is solid. Users who liked this recipe also liked <a href=""https://spoonacular.com/recipes/pasta-with-sausage-mushrooms-and-white-wine-cream-sauce-590820"">Pasta with Sausage, Mushrooms and White Wine Cream Sauce</a>, <a href=""https://spoonacular.com/recipes/crispy-baked-pasta-with-mushrooms-sausage-and-parmesan-cream-sauce-667564"">Crispy Baked Pasta with Mushrooms, Sausage, and Parmesan Cream Sauce</a>, and <a href=""https://spoonacular.com/recipes/crispy-baked-pasta-with-mushrooms-sausage-and-parmesan-cream-sauce-1203613"">Crispy Baked Pasta with Mushrooms, Sausage, and Parmesan Cream Sauce</a>."	44	Spoonacular
"Pasta With Feta Cheese And Asparagus. Pasta With Feta Cheese And Asparagus requires around <b>20 minutes</b> from start to finish. One portion of this dish contains around <b>30g of protein</b>, <b>34g of fat</b>, and a total of <b>804 calories</b>. For <b>$3.83 per serving</b>, this recipe <b>covers 35%</b> of your daily requirements of vitamins and minerals. This recipe serves 2. If you have oregano, asparagus, olive oil, and a few other ingredients on hand, you can make it. It works well as a main course. It is a good option if you're following a <b>lacto ovo vegetarian</b> diet. It is brought to you by spoonacular user <a href=""/profile/maplewoodroad"">maplewoodroad</a>. Try <a href=""https://spoonacular.com/recipes/spring-asparagus-and-tomato-pasta-with-feta-809269"">Spring Asparagus and Tomato Pasta with Feta</a>, <a href=""https://spoonacular.com/recipes/creamy-lemon-pasta-with-asparagus-mushrooms-and-feta-811996"">Creamy lemon pasta with asparagus, mushrooms and feta</a>, and <a href=""https://spoonacular.com/recipes/simple-lemony-feta-and-mascarpone-pasta-with-grilled-asparagus-550017"">Simple Lemony Fetan and Mascarpone Pasta with Grilled Asparagus</a> for similar recipes."	45	Spoonacular
"Pasta Shells With Ricotta Cheese Stuffing. You can never have too many Mediterranean recipes, so give Pasta Shells With Ricotta Cheese Stuffing a try. This hor d'oeuvre has <b>161 calories</b>, <b>8g of protein</b>, and <b>8g of fat</b> per serving. This recipe serves 12 and costs 55 cents per serving. 1 person has made this recipe and would make it again. It is perfect for <b>Thanksgiving</b>. It is brought to you by Foodista. If you have tomato sauce, egg, prosciutto, and a few other ingredients on hand, you can make it. From preparation to the plate, this recipe takes roughly <b>45 minutes</b>. With a spoonacular <b>score of 32%</b>, this dish is not so spectacular. If you like this recipe, you might also like recipes such as <a href=""https://spoonacular.com/recipes/shells-with-italian-sausage-and-ricotta-stuffing-424918"">Shells with Italian Sausage and Ricotta Stuffing</a>, <a href=""https://spoonacular.com/recipes/spinach-and-ricotta-stuffed-pasta-shells-778952"">Spinach and Ricotta Stuffed Pasta Shells</a>, and <a href=""https://spoonacular.com/recipes/sausage-spinach-ricotta-stuffed-pasta-shells-245729"">Sausage, Spinach, Ricotta Stuffed Pasta Shells</a>."	46	Spoonacular
"Pasta with Raw Tomato & Lemon Infused Olive Oil. Pasta with Raw Tomato & Lemon Infused Olive Oil requires roughly <b>45 minutes</b> from start to finish. Watching your figure? This gluten free and primal recipe has <b>269 calories</b>, <b>1g of protein</b>, and <b>30g of fat</b> per serving. For <b>67 cents per serving</b>, this recipe <b>covers 4%</b> of your daily requirements of vitamins and minerals. This recipe serves 8. A mixture of extra virgin olive oil, salt and chili flakes, aged pecorino, and a handful of other ingredients are all it takes to make this recipe so tasty. 8 people have tried and liked this recipe. It is brought to you by Foodista. Not a lot of people really liked this hor d'oeuvre. All things considered, we decided this recipe <b>deserves a spoonacular score of 25%</b>. This score is rather bad. If you like this recipe, take a look at these similar recipes: <a href=""https://spoonacular.com/recipes/garlic-and-lemon-infused-olive-oil-1063637"">Garlic and Lemon Infused Olive Oil</a>, <a href=""https://spoonacular.com/recipes/olive-oil-poached-tuna-infused-with-thyme-lemon-and-shallots-335559"">Olive Oil Poached Tunan Infused with Thyme, Lemon, and Shallots</a>, and <a href=""https://spoonacular.com/recipes/crudite-with-infused-olive-oil-and-balsamic-360918"">Crudite with Infused Olive Oil and Balsamic</a>."	47	Spoonacular
"Pasta with Butternut Squash, Sausage and Sage Pesto. Pasta with Butternut Squash, Sausage and Sage Pesto is a main course that serves 8. For <b>$1.8 per serving</b>, this recipe <b>covers 26%</b> of your daily requirements of vitamins and minerals. One portion of this dish contains around <b>19g of protein</b>, <b>31g of fat</b>, and a total of <b>556 calories</b>. If you have butternut squash, olive oil, parmesan, and a few other ingredients on hand, you can make it. 1 person has made this recipe and would make it again. From preparation to the plate, this recipe takes approximately <b>45 minutes</b>. It is brought to you by Foodista. With a spoonacular <b>score of 77%</b>, this dish is solid. Users who liked this recipe also liked <a href=""https://spoonacular.com/recipes/roasted-butternut-squash-sausage-and-orecchiette-pasta-in-a-brown-butter-sage-sauce-577550"">Roasted Butternut Squash, Sausage and Orecchiette Pastan in a Brown Butter Sage Sauce</a>, <a href=""https://spoonacular.com/recipes/butternut-squash-sage-pesto-and-prosciutto-pizza-525515"">Butternut Squash, Sage Pesto and Prosciutto Pizza</a>, and <a href=""https://spoonacular.com/recipes/butternut-squash-gratin-with-sage-pesto-gorgonzola-for-493217"">Butternut Squash Gratin with Sage Pesto & Gorgonzola for</a>."	48	Spoonacular
"Pasta With Butternut Parmesan Sauce @ Dw Magazine.Com. Pasta With Butternut Parmesan Sauce @ Dw Magazine.Com requires roughly <b>45 minutes</b> from start to finish. For <b>$1.29 per serving</b>, this recipe <b>covers 23%</b> of your daily requirements of vitamins and minerals. One portion of this dish contains approximately <b>15g of protein</b>, <b>19g of fat</b>, and a total of <b>490 calories</b>. This recipe serves 4. If you have parsley, nutmeg, parmesan cheese, and a few other ingredients on hand, you can make it. 3 people have tried and liked this recipe. Only a few people really liked this main course. It is brought to you by Foodista. With a spoonacular <b>score of 73%</b>, this dish is good. Users who liked this recipe also liked <a href=""https://spoonacular.com/recipes/pasta-with-butternut-parmesan-sauce-245382"">Pasta with Butternut Parmesan Sauce</a>, <a href=""https://spoonacular.com/recipes/pasta-with-creamy-parmesan-butternut-squash-sauce-1542355"">Pasta with Creamy Parmesan Butternut Squash Sauce</a>, and <a href=""https://spoonacular.com/recipes/butternut-squash-parmesan-and-pasta-105066"">Butternut Squash, Parmesan, and Pasta</a>."	49	Spoonacular
"Pasta with Garlic, Scallions, Cauliflower & Breadcrumbs. You can never have too many main course recipes, so give Pasta with Garlic, Scallions, Cauliflower & Breadcrumbs a try. One serving contains <b>543 calories</b>, <b>17g of protein</b>, and <b>16g of fat</b>. For <b>$1.57 per serving</b>, this recipe <b>covers 22%</b> of your daily requirements of vitamins and minerals. This recipe serves 2. A mixture of butter, white wine, pasta, and a handful of other ingredients are all it takes to make this recipe so yummy. 209 people have tried and liked this recipe. It is brought to you by fullbellysisters.blogspot.com. From preparation to the plate, this recipe takes approximately <b>45 minutes</b>. Taking all factors into account, this recipe <b>earns a spoonacular score of 83%</b>, which is tremendous. If you like this recipe, take a look at these similar recipes: <a href=""https://spoonacular.com/recipes/pasta-with-garlic-scallions-cauliflower-breadcrumbs-1230187"">Pasta with Garlic, Scallions, Cauliflower & Breadcrumbs</a>, <a href=""https://spoonacular.com/recipes/pasta-with-garlic-scallions-cauliflower-breadcrumbs-1229807"">Pasta with Garlic, Scallions, Cauliflower & Breadcrumbs</a>, and <a href=""https://spoonacular.com/recipes/pasta-with-garlic-scallions-cauliflower-breadcrumbs-1229669"">Pasta with Garlic, Scallions, Cauliflower & Breadcrumbs</a>."	50	Spoonacular
"Thai Pasta Salad. Thai Pasta Salad might be just the <b>Asian</b> recipe you are searching for. This recipe serves 2 and costs $2.02 per serving. This main course has <b>558 calories</b>, <b>20g of protein</b>, and <b>16g of fat</b> per serving. From preparation to the plate, this recipe takes around <b>45 minutes</b>. If you have peppers, lemon juice, soy sauce, and a few other ingredients on hand, you can make it. 1 person has tried and liked this recipe. It is brought to you by Foodista. It is a good option if you're following a <b>dairy free and pescatarian</b> diet. With a spoonacular <b>score of 87%</b>, this dish is tremendous. Try <a href=""https://spoonacular.com/recipes/thai-peanut-pasta-salad-1434813"">Thai Peanut Pasta Salad</a>, <a href=""https://spoonacular.com/recipes/thai-chicken-pasta-salad-425178"">Thai Chicken Pasta Salad</a>, and <a href=""https://spoonacular.com/recipes/thai-pasta-side-salad-395046"">Thai Pasta Side Salad</a> for similar recipes."	51	Spoonacular
"Lemon Pasta With Shrimp. You can never have too many main course recipes, so give Lemon Pasta With Shrimp a try. This recipe serves 4 and costs $3.2 per serving. One portion of this dish contains around <b>37g of protein</b>, <b>24g of fat</b>, and a total of <b>560 calories</b>. This recipe from Foodista requires olive oil, juice of lemon, cilantro, and garlic clove. 1 person has tried and liked this recipe. From preparation to the plate, this recipe takes around <b>45 minutes</b>. Taking all factors into account, this recipe <b>earns a spoonacular score of 55%</b>, which is solid. Similar recipes are <a href=""https://spoonacular.com/recipes/lemon-pasta-with-roasted-shrimp-393001"">Lemon Pasta with Roasted Shrimp</a>, <a href=""https://spoonacular.com/recipes/lemon-pasta-with-shrimp-and-broccoli-553472"">Lemon pasta with shrimp and broccoli</a>, and <a href=""https://spoonacular.com/recipes/creamy-lemon-shrimp-pasta-270021"">Creamy Lemon Shrimp Pasta</a>."	52	Spoonacular
"Lemon Pasta With Salmon. Lemon Pasta With Salmon requires approximately <b>45 minutes</b> from start to finish. Watching your figure? This pescatarian recipe has <b>560 calories</b>, <b>29g of protein</b>, and <b>35g of fat</b> per serving. For <b>$3.54 per serving</b>, you get a main course that serves 6. This recipe from Foodista requires dill, peas, olive oil, and thickenthin not/starch thickener. This recipe is liked by 1 foodies and cooks. All things considered, we decided this recipe <b>deserves a spoonacular score of 74%</b>. This score is pretty good. Try <a href=""https://spoonacular.com/recipes/lemon-garlic-pasta-with-salmon-1659513"">Lemon-Garlic Pasta with Salmon</a>, <a href=""https://spoonacular.com/recipes/lemon-garlic-pasta-with-salmon-1764407"">Lemon-Garlic Pasta with Salmon</a>, and <a href=""https://spoonacular.com/recipes/salmon-pasta-salad-with-lemon-capers-1093058"">Salmon pasta salad with lemon & capers</a> for similar recipes."	53	Spoonacular
"Lemon Pasta Alfredo (Vegan). Lemon Pastan Alfredo (Vegan) is a main course that serves 4. One portion of this dish contains around <b>22g of protein</b>, <b>52g of fat</b>, and a total of <b>942 calories</b>. For <b>$1.39 per serving</b>, this recipe <b>covers 25%</b> of your daily requirements of vitamins and minerals. 1 person were impressed by this recipe. From preparation to the plate, this recipe takes around <b>45 minutes</b>. It is brought to you by Foodista. It is a <b>reasonably priced</b> recipe for fans of Mediterranean food. If you have pepper, lemon zest, extra virgin olive oil, and a few other ingredients on hand, you can make it. All things considered, we decided this recipe <b>deserves a spoonacular score of 64%</b>. This score is good. Users who liked this recipe also liked <a href=""https://spoonacular.com/recipes/vegan-pasta-alfredo-with-broccoli-681971"">Vegan Pastan Alfredo With Broccoli</a>, <a href=""https://spoonacular.com/recipes/vegan-lemon-fettuccine-alfredo-754950"">Vegan Lemon Fettuccine Alfredo</a>, and <a href=""https://spoonacular.com/recipes/vegan-lemon-pepper-pasta-246817"">Vegan Lemon Pepper Pasta</a>."	54	Spoonacular
